country,description,duration,genre,language,public,score,title,top_cast,url,year
United Kingdom,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer some questions as well.",30,"Comedy,Game-Show",English,TV-PG,8.6,QI,"Alan Davies,Stephen Fry,Sandi Toksvig,Bill Bailey,Phill Jupitus,Jimmy Carr,Jo Brand,David Mitchell,Sean Lock,Rich Hall,Ross Noble,Jason Manford,Aisling Bea,Josh Widdicombe,Holly Walsh,Clive Anderson,Sue Perkins,Rob Brydon",https://www.imdb.com//title/tt0380136/?ref_=chttvtp_t_170,2003– 
Australia,"Ray Shoesmith is a father, ex-husband, boyfriend, brother and best friend, tough roles to juggle in the modern age. Especially when you're also a criminal for hire.",30,"Crime,Drama",English,TV-MA,8.6,Mr Inbetween,"Scott Ryan,Chika Yasumura,Justin Rosniak,Damon Herriman,Brooke Satchwell,Nicholas Cassim,Natalie Tran,Matt Nable,Lizzie Schebesta,Jed,Jeremy Sims,Kenny Graham,Eddie Baroo,Josh McConville,Kieran Darcy-Smith,David Michôd,Scott Harrison,Rose Riley",https://www.imdb.com//title/tt7472896/?ref_=chttvtp_t_166,2018–2021
United Kingdom,A series of colorized archive footage of important events during World War II.,50,"Documentary,History,War",English,,8.7,Greatest Events of WWII in Colour,"Derek Jacobi,Geoffrey Wawro,James Holland,Saul David,Sönke Neitzel,Phillips O'Brien,Max Hastings,Justin Bronk,Peter Lieb,Craig L. Symonds,Jochen Hellbreck,Laura Lawfer Orr,Timothy Orr,Michael Lynch,Tami Davis Biddle,Jonathan Parshall,Joshua Levine,David Glantz",https://www.imdb.com//title/tt9103932/?ref_=chttvtp_t_165,2019
United States,A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,35,"Comedy,Drama",English,TV-MA,8.6,The Bear,"Jeremy Allen White,Ayo Edebiri,Ebon Moss-Bachrach,Lionel Boyce,Liza Colón-Zayas,Abby Elliott,Matty Matheson,Edwin Lee Gibson,Corey Hendrix,Richard Esteras,Jose M. Cervantes,Oliver Platt,Chris Witaske,Molly Gordon,Carmen Christopher,Robert Townsend,Joel McHale,Alex Moffat",https://www.imdb.com//title/tt14452776/?ref_=chttvtp_t_167,2022– 
United States,"The series takes viewers to the epicenter of America's struggle with opioid addiction, from the boardrooms of Purdue Pharma, to a distressed Virginia mining community, to the hallways of the DEA.",0,Drama,English,TV-MA,8.6,Dopesick,"Michael Keaton,Peter Sarsgaard,Michael Stuhlbarg,Will Poulter,John Hoogenakker,Kaitlyn Dever,Rosario Dawson,Will Chase,Mare Winningham,Ray McKinnon,Phillipa Soo,Ian Unterman,Brendan Patrick Connor,Raúl Esparza,Lawrence Arancio,Arischa Conner,Andrea Frankle,Deadra Moore",https://www.imdb.com//title/tt9174558/?ref_=chttvtp_t_163,2021
United States,Teenage superheroes strive to prove themselves as members of the Justice League.,23,"Animation,Action,Adventure",English,TV-PG,8.6,Young Justice,"Nolan North,Danica McKellar,Jesse McCartney,Stephanie Lemelin,Khary Payton,Jason Spisak,Kevin Michael Richardson,Zehra Fazal,Troy Baker,Bruce Greenwood,Phil LaMarr,Crispin Freeman,Lacey Chabert,Greg Cipes,Dee Bradley Baker,Grey Griffin,Masasa Moyo,Yuri Lowenthal",https://www.imdb.com//title/tt1641384/?ref_=chttvtp_t_162,2010–2023
United Kingdom,"The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed reforms, or so he thinks.",30,Comedy,English,TV-PG,8.7,Yes Minister,"Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,John Nettleton,Neil Fitzwiliam,Arthur Cox,John Savident,John Pennington,Antony Carrick,Robert Dougall,Richard Vernon,Tenniel Evans,John Barron,Ian Lavender,Nigel Stock,Edward Jewesbury,Rosemary Williams",https://www.imdb.com//title/tt0080306/?ref_=chttvtp_t_164,1980–1984
Canada,"The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",60,"Drama,Family",Micmac,TV-PG,8.6,Anne with an E,"Amybeth McNulty,Geraldine James,R.H. Thomson,Andrea Arruti,Dalila Bela,Lucas Jade Zumann,Corrine Koslo,Helen Johns,Aymeric Jett Montaz,Kyla Matthews,Jonathan Holmes,Lia Pappas-Kemps,Jacob Ursomarzo,Dalmar Abuzeid,Miranda McKeon,Jacob Horsley,Glenna Walters,Christian Martyn",https://www.imdb.com//title/tt5421602/?ref_=chttvtp_t_161,2017–2019
United States,The crew of a damaged deep space freighter strands on a beautiful but dangerous planet.,24,"Animation,Adventure,Drama",English,TV-MA,8.7,Scavengers Reign,"Sunita Mani,Wunmi Mosaku,Bob Stephenson,Alia Shawkat,Pollyanna McIntosh,Ted Travelstead,Dash Williams,Sepideh Moafi,Freddy Rodríguez,Masha King,James Kyson,Skyler Gisondo,Chris Diamantopoulos,Okieriete Onaodowan",https://www.imdb.com//title/tt21056886/?ref_=chttvtp_t_160,2023
United States,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,22,"Animation,Action,Comedy",English,TV-MA,8.6,Archer,"H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Lucky Yates,Jessica Walter,Adam Reed,Dave Willis,George Coe,Tom Kane,Z. Gillispie,Kayvan Novak,Christian Slater,Maggie Wheeler,Stephen Tobolowsky,Jeffrey Tambor,Peter Newman",https://www.imdb.com//title/tt1486217/?ref_=chttvtp_t_158,2009–2023
South Korea,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,70,"Adventure,Comedy,Romance",Korean,TV-14,8.7,Crash Landing on You,"Hyun Bin,Son Ye-jin,Seo Ji-hye,Kim Jung-hyun,Yang Kyung-won,Yoo Su-bin,Lee Sin-young,Tang Joon-sang,Kim Sun-young,Kim Jung-nan,Jang So-yeon,Cha Cheong-hwa,Oh Man-seok,Go Gyu-pil,Park Hyoung-soo,Park Myeong-hoon,Hwang Woo-seul-hye,Kim Young-min",https://www.imdb.com//title/tt10850932/?ref_=chttvtp_t_157,2019–2020
Japan,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",24,"Animation,Action,Adventure",Japanese,TV-MA,8.6,Demon Slayer: Kimetsu no Yaiba,"Natsuki Hanae,Zach Aguilar,Abby Trott,Akari Kitô,Yoshitsugu Matsuoka,Hiro Shimono,Aleks Le,Bryce Papenbrook,Gui Niang,Lin Hu,You-Wu-Yue-Shan,Shinya Takahashi,Ray Chase,Katsuyuki Konishi,Doug Erholtz,Toshiyuki Morikawa,Kengo Kawanishi,Erica Lindbeck",https://www.imdb.com//title/tt9335498/?ref_=chttvtp_t_159,2019– 
United States,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambot, Gypsy, Tom Servo and Crow T. Robot.",92,"Comedy,Sci-Fi",English,TV-14,8.6,Mystery Science Theater 3000,"Joel Hodgson,Michael J. Nelson,Trace Beaulieu,Kevin Murphy,Jim Mallon,Frank Conniff,Mary Jo Pehl,Bill Corbett,Patrick Brantseg,Alexandra Carr,Paul Chaplin,J. Elvis Weinstein,Bridget Jones,Beez McKeever,Peter Rudrud,Bradley J. Keely,Nathan Molstead,Timothy Scott",https://www.imdb.com//title/tt0094517/?ref_=chttvtp_t_154,1988–1999
United Kingdom,"Bumbling, childlike Mr. Bean has trouble completing the simplest of day-to-day tasks, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems.",25,"Comedy,Family",English,Not Rated,8.6,Mr. Bean,"Rowan Atkinson,Matilda Ziegler,Robin Driscoll,Matthew Ashforde,Roger Sloman,Susie McKenna,Nick Hancock,C.J. Allen,Rupert Vansittart,Howard Goodall,Hugo Mendez,Christopher Driscoll,Rupert Bates,Paul Bown,Dave O'Higgins,Angus Deayton,Richard Wilson,Michael Fenton Stevens",https://www.imdb.com//title/tt0096657/?ref_=chttvtp_t_153,1990–1995
United States,"In the New York of the late '80s and early '90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis, and capitalism.",60,Drama,English,TV-MA,8.6,Pose,"Michaela Jaé (MJ) Rodriguez,Dominique Jackson,Indya Moore,Angel Bismark,Billy Porter,Hailie Sahar,Dyllon Burnside,Jason A. Rodriguez,Ryan Jamaal Swain,Jeremy McClain,Angelica Ross,Sandra Bernhard,Alexia Garcia,Jiggly Caliente,Jack Mizrahi,Leiomy Maldonado,Evan Peters,Charlayne Woodard",https://www.imdb.com//title/tt7562112/?ref_=chttvtp_t_155,2018–2021
United Kingdom,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.",180,Comedy,English,TV-PG,8.6,Blackadder the Third,"Rowan Atkinson,Tony Robinson,Hugh Laurie,Helen Atkinson Wood,Robbie Coltrane,Hugh Paddick,Miranda Richardson,Stephen Fry,Tim McInnerny,Kenneth Connor,Vincent Hanna,Warren Clarke,Nigel Planer,Denis Lill,Lee Cornes,Gertan Klauber,Chris Barrie,Ben Elton",https://www.imdb.com//title/tt0092324/?ref_=chttvtp_t_156,1987
United Kingdom,"Hercule Poirot, a famous Belgian detective, who has an impeccable knack for getting embroiled in a mystery, solves crimes along with Captain Hastings and Scotland Yard Chief Inspector James Japp.",100,"Crime,Drama,Mystery",English,TV-14,8.6,Poirot,"David Suchet,Hugh Fraser,Philip Jackson,Pauline Moran,David Yelland,Zoë Wanamaker,Richard Bebb,George Little,Phillip Manikum,Jona Jones,Patrick Ryecart,Nicholas Farrell,Barbara Barnes,John Carson,Richard Hope,Richard Durden,Sean Pertwee,Beatie Edney",https://www.imdb.com//title/tt0094525/?ref_=chttvtp_t_150,1989–2013
Italy,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.,55,"Crime,Drama,Thriller",Italian,TV-MA,8.6,Gomorrah,"Salvatore Esposito,Marco D'Amore,Ivana Lotito,Cristiana Dell'Anna,Alessandro Palladino,Fortunato Cerlino,Arturo Muselli,Roberto Oliveri,Brian Flaccus,Fabio De Caro,Cristina Donadio,Christian Giroso,Giovanni Buselli,Vincenzo Fabricino,Riccardo Ciccarelli,Carmine Monaco,Lino Musella,Gianni Spezzano",https://www.imdb.com//title/tt2049116/?ref_=chttvtp_t_152,2014–2021
United States,"In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.",60,"Crime,Drama,Mystery",English,TV-MA,8.6,Mindhunter,"Jonathan Groff,Holt McCallany,Anna Torv,Hannah Gross,Sonny Valicenti,Stacey Roca,Joe Tuttle,Zachary Scott Ross,Cotter Smith,Albert Jones,Lauren Glazier,Michael Cerveris,Dohn Norwood,Gareth Williams,June Carryl,Cameron Britton,Nate Corddry,Sierra Aylina McClain",https://www.imdb.com//title/tt5290382/?ref_=chttvtp_t_147,2017–2019
Japan,"Determined to be like the volleyball championship's star player nicknamed ""the small giant"", Shoyo joins his school's volleyball club.",24,"Animation,Comedy,Drama",Japanese,TV-14,8.7,Haikyu!!,"Ayumu Murase,Kaito Ishikawa,Yu Hayashi,Satoshi Hino,Miyu Irino,Kôki Uchiyama,Sôma Saitô,Nobuhiko Okamoto,Yoshimasa Hosoya,Hiroshi Kamiya,Toshiki Masuda,Bryson Baugus,Adam Gibbs,Gabriel Regojo,Scott Gibbs,Greg Cote,Justin Doran,Blake Shepard",https://www.imdb.com//title/tt3398540/?ref_=chttvtp_t_148,2014–2020
United States,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,384,"Adventure,Drama,Western",English,TV-14,8.7,Lonesome Dove,"Robert Duvall,Tommy Lee Jones,Danny Glover,Diane Lane,Robert Urich,Frederic Forrest,D.B. Sweeney,Ricky Schroder,Anjelica Huston,Chris Cooper,Timothy Scott,Glenne Headly,Barry Corbin,William Sanderson,Barry Tubb,Gavan O'Herlihy,Steve Buscemi,Frederick Coffin",https://www.imdb.com//title/tt0096639/?ref_=chttvtp_t_145,1989
United Kingdom,"Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.",0,"Crime,Drama,Mystery",English,TV-PG,8.7,The Return of Sherlock Holmes,"Jeremy Brett,Edward Hardwicke,Rosalie Williams,Colin Jeavons,Denis Lill,Harry Andrews,Eric Sykes,Alan Howard,Clive Francis,Eric Porter,James Hazeldine,Paul Williamson,Freddie Jones,Charles Gray,Denis Quilley,Peter Barkworth,Patricia Hodge,Eleanor David",https://www.imdb.com//title/tt0090509/?ref_=chttvtp_t_149,1986–1988
United States,Oscar-winning producer Albert S. Ruddy's never-before-revealed experiences of making The Godfather (1972).,0,"Biography,Drama",English,TV-MA,8.6,The Offer,"Miles Teller,Matthew Goode,Dan Fogler,Burn Gorman,Colin Hanks,Giovanni Ribisi,Juno Temple,Jake Cannavale,Lou Ferrigno,Josh Zuckerman,Anthony Ippolito,Meredith Garretson,Patrick Gallo,Joseph Russo,Anthony Skordi,Eric Balfour,Paul McCrane,Annie Funke",https://www.imdb.com//title/tt13111040/?ref_=chttvtp_t_151,2022
India,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,30,"Comedy,Drama,Family",Hindi,TV-14,9.0,Yeh Meri Family,"Vishesh Bansal,Mona Singh,Prasad Reddy,Akarsh Khurana,Ahan Nirban,Ruhi Khan,Hetal Gada,Anngad Raaj,Rajesh Kumar,Juhi Parmar,Veena Mehta,Revathi Pillai,Nishkarsh Dixit,Jinal Jain,Brij Bhushan Shukla,Mukesh Bitra,Pravin Waghmare,Subodh Gulati",https://www.imdb.com//title/tt8595766/?ref_=chttvtp_t_146,2018–2023
United Kingdom,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.",176,Comedy,English,TV-PG,8.6,Blackadder II,"Rowan Atkinson,Tony Robinson,Tim McInnerny,Miranda Richardson,Stephen Fry,Patsy Byrne,Tony Aitken,Hugh Laurie,Tom Baker,Miriam Margolyes,Ronald Lacey,Gabrielle Glaister,Holly de Jong,Rik Mayall,Simon Jones,Cassie Stuart,Bill Wallis,Max Harvey",https://www.imdb.com//title/tt0088484/?ref_=chttvtp_t_144,1986
United States,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",54,"Action,Crime,Drama",English,TV-MA,8.6,Daredevil,"Charlie Cox,Vincent D'Onofrio,Deborah Ann Woll,Elden Henson,Royce Johnson,Geoffrey Cantor,Jay Ali,Jon Bernthal,Stephen Rider,Wilson Bethel,Ayelet Zurer,Peter McRobbie,Amy Rutberg,Elodie Yung,Toby Leonard Moore,Joanne Whalley,Vondie Curtis-Hall,Bob Gunton",https://www.imdb.com//title/tt3322312/?ref_=chttvtp_t_143,2015–2018
United States,"A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",11,"Animation,Action,Adventure",English,TV-PG,8.6,Adventure Time,"John DiMaggio,Jeremy Shada,Tom Kenny,Hynden Walch,Niki Yang,Pendleton Ward,Dee Bradley Baker,Maria Bamford,Steve Little,Olivia Olson,Kent Osborne,Cole Sanchez,Polly Lou Livingston,Jessica DiCicco,Andy Milonakis,Jackie Buscarino,Tom Herpich,Justin Roiland",https://www.imdb.com//title/tt1305826/?ref_=chttvtp_t_140,2010–2018
United States,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,22,"Animation,Action,Adventure",English,TV-MA,8.7,Primal,"Aaron LaPlante,Laëtitia Eïdo,Fred Tatasciore,Imari Williams,Amina Koroma,Hillary Hawkins,Tom Kenny,Jon Olson,Amanda Troop,Jacob Dudman,Adam Fergus,MyAnna Buring,Giles Matthey,Dave Fennoy,Ike Amadi,Darin De Paul,Jeremy Crutchley,Noah Kaye Bentley",https://www.imdb.com//title/tt10332508/?ref_=chttvtp_t_138,2019– 
Japan,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.",24,"Animation,Action,Drama",Japanese,TV-14,8.7,Code Geass,"Jun Fukuyama,Takahiro Sakurai,Johnny Yong Bosch,Yukana,Ami Koshimizu,Yuri Lowenthal,Kate Higgins,Karen Strassman,Brian Beacock,Noriaki Sugiyama,Tetsu Shiratori,Akeno Watanabe,Liam O'Brien,Sayaka Ôhara,Kikuko Inoue,Mitsuaki Madono,Kirk Thornton,Deborah Sale Butler",https://www.imdb.com//title/tt0994314/?ref_=chttvtp_t_136,2006–2008
United Kingdom,The lives of a group of friends living in 1980s London are irreparably changed by the AIDS crisis.,0,"Comedy,Drama,History",English,TV-MA,8.7,It's a Sin,"Olly Alexander,Nathaniel Curtis,Shaun Dooley,Omari Douglas,Lydia West,Keeley Hawes,Neil Ashton,Callum Scott Howells,Toto Bruin,David Carlyle,Tracy-Ann Oberman,Delroy Brown,Shaniqua Okwok,Michelle Greenidge,Andria Doherty,Paul Candelent,Stephen Fry,Ken Christiansen",https://www.imdb.com//title/tt9140342/?ref_=chttvtp_t_139,2021
United States,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",55,"Crime,Drama,History",English,TV-MA,8.6,Deadwood,"Timothy Olyphant,Ian McShane,Molly Parker,Brad Dourif,W. Earl Brown,John Hawkes,Paula Malcomson,Dayton Callie,Leon Rippy,William Sanderson,Robin Weigert,Sean Bridgers,Bree Seanna Wall,Jim Beaver,Jeffrey Jones,Kim Dickens,Powers Boothe,Titus Welliver",https://www.imdb.com//title/tt0348914/?ref_=chttvtp_t_133,2004–2006
United States,"A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.",180,"Adventure,Fantasy",English,TV-14,9.2,Critical Role,"Matthew Mercer,Liam O'Brien,Marisha Ray,Sam Riegel,Laura Bailey,Taliesin Jaffe,Travis Willingham,Ashley Johnson,Zachary K. Eubank,Orion Acaba,Robbie Daymond,Brian W. Foster,Mary Elizabeth McGlynn,Aabria Iyengar,Erika Ishii,Ashly Burch,Christian Navarro,Will Friedle",https://www.imdb.com//title/tt4834232/?ref_=chttvtp_t_137,2015– 
United Kingdom,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",25,Comedy,English,TV-14,8.7,Father Ted,"Dermot Morgan,Ardal O'Hanlon,Frank Kelly,Pauline McLynn,Tony Guilfoyle,Patrick Drury,Rynagh O'Grady,Maurice O'Donoghue,Arthur Mathews,Don Wycherley,Pat Shortt,Jim Norton,Graham Norton,Don Foley,Paul Woodfull,Joe Taylor,Tom Farrelly,Rosemary Henderson",https://www.imdb.com//title/tt0111958/?ref_=chttvtp_t_129,1995–1998
United States,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",45,"Crime,Drama,Mystery",English,TV-14,8.6,The X-Files,"David Duchovny,Gillian Anderson,Mitch Pileggi,William B. Davis,Robert Patrick,Tom Braidwood,Bruce Harwood,Dean Haglund,Annabeth Gish,Nicholas Lea,James Pickens Jr.,Sheila Larken,Chris Owens,Don S. Williams,Steven Williams,Jerry Hardin,Laurie Holden,Rebecca Toolan",https://www.imdb.com//title/tt0106179/?ref_=chttvtp_t_134,1993–2018
United States,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them.",55,"Crime,Drama,Mystery",English,TV-MA,8.6,Dexter,"Michael C. Hall,Jennifer Carpenter,David Zayas,James Remar,C.S. Lee,Luna Lauren Velez,Desmond Harrington,Julie Benz,Christina Robinson,Geoff Pierson,Preston Bailey,Aimee Garcia,Luke Andrew Kruntchev,Erik King,Evan George Kruntchev,Jimmy Star,Dana L. Wilson,Yvonne Strahovski",https://www.imdb.com//title/tt0773262/?ref_=chttvtp_t_135,2006–2013
United States,"Earn and his cousin, Alfred, try to make their way in the world through Atlanta's rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status and parenthood.",30,"Comedy,Drama,Music",English,TV-MA,8.6,Atlanta,"Donald Glover,Brian Tyree Henry,LaKeith Stanfield,Zazie Beetz,Khris Davis,RJ Walker,Harold House Moore,Matthew Barnes,Myra Lucretia Taylor,Tobias Segal,Austin Elle Fisher,Katt Williams,Adriyan Rae,Isiah Whitlock Jr.,Cranston Johnson,Griffin Freeman,Hugh Coles,Derrick J. Haywood",https://www.imdb.com//title/tt4288182/?ref_=chttvtp_t_130,2016–2022
United States,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,22,Comedy,English,TV-14,8.6,Parks and Recreation,"Amy Poehler,Jim O'Heir,Nick Offerman,Chris Pratt,Aubrey Plaza,Aziz Ansari,Retta,Rashida Jones,Adam Scott,Rob Lowe,Jay Jackson,Paul Schneider,Ben Schwartz,Mo Collins,Yvans Jourdain,Jon Glaser,Billy Eichner,James Greene",https://www.imdb.com//title/tt1266020/?ref_=chttvtp_t_131,2009–2015
United States,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,0,Drama,English,TV-MA,8.6,House of Cards,"Kevin Spacey,Michel Gill,Robin Wright,Kate Mara,Michael Kelly,Justin Doescher,Derek Cecil,Jayne Atkinson,Nathan Darrow,Mahershala Ali,Boris McGiver,Paul Sparks,Molly Parker,Neve Campbell,Jeremy Holm,Marla Aaron Wapner,Nini Le Huynh,Gregory Divers",https://www.imdb.com//title/tt1856010/?ref_=chttvtp_t_125,2013–2018
United Kingdom,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.,29,Comedy,English,TV-MA,8.7,The Thick of It,"Chris Addison,James Smith,Peter Capaldi,Joanna Scanlan,Rebecca Front,Roger Allam,Will Smith,Olivia Poulet,Vincent Franklin,Ben Willbond,Polly Kemp,Lucinda Raikes,Chris Langham,Justin Edwards,Tony Gardner,Samantha Harrington,Geoffrey Streatfeild,Alex Macqueen",https://www.imdb.com//title/tt0459159/?ref_=chttvtp_t_123,2005–2012
Japan,"Tenma, a brilliant neurosurgeon with a promising future, risks his career to save the life of a critically wounded young boy. The boy, now a charismatic young man, reappears 9 years later in the midst of a string of unusual serial murders.",24,"Animation,Crime,Drama",English,TV-14,8.7,Monster,"Hidenobu Kiuchi,Liam O'Brien,Mamiko Noto,Karen Strassman,Nozomu Sasaki,Tsutomu Isobe,Richard Epcar,Junko Takeuchi,Keith Silverstein,Ichirô Nagai,Mami Koyama,Tara Platt,Michael McConnohie,Paul St. Peter,Takayuki Sugô,Hideyuki Tanaka,Laura Bailey,Patrick Seitz",https://www.imdb.com//title/tt0434706/?ref_=chttvtp_t_124,2004–2005
United States,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",45,"Comedy,Drama,Romance",English,TV-14,8.7,This Is Us,"Milo Ventimiglia,Mandy Moore,Sterling K. Brown,Chrissy Metz,Justin Hartley,Susan Kelechi Watson,Chris Sullivan,Eris Baker,Faithe Herman,Jon Huertas,Hannah Zeile,Niles Fitch,Logan Shroyer,Mackenzie Hancsicsak,Parker Bates,Lyric Ross,Lonnie Chavis,Caitlin Thompson",https://www.imdb.com//title/tt5555260/?ref_=chttvtp_t_126,2016–2022
Japan,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",24,"Animation,Action,Adventure",Japanese,TV-PG,8.7,Naruto: Shippuden,"Alexandre Crepet,Junko Takeuchi,Maile Flanagan,Chie Nakamura,Kate Higgins,Dave Wittenberg,Kazuhiko Inoue,Kyle Hebert,Noriaki Sugiyama,Yuri Lowenthal,Masako Katsuki,Debi Mae West,Colleen O'Shaughnessey,Steve Blum,Stephanie Sheh,Shôtarô Morikubo,Tom Gibis,Rikiya Koyama",https://www.imdb.com//title/tt0988824/?ref_=chttvtp_t_121,2007–2017
United Kingdom,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.",60,"Adventure,Sport,Talk-Show",English,TV-PG,8.7,Top Gear,"Jeremy Clarkson,Richard Hammond,James May,The Stig,Ben Collins,Chris Harris,Andrew Flintoff,Paddy McGuinness,Matt LeBlanc,Rory Reid,Perry McCarthy,Sabine Schmitz,Jason Dawe,Andy Wilman,Chris Evans,Josh Cohen,Tom Chilton,Eddie Jordan",https://www.imdb.com//title/tt1628033/?ref_=chttvtp_t_120,2002–2022
United States,"The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.",0,"Drama,Western",English,TV-MA,8.7,1883,"Tim McGraw,Sam Elliott,Faith Hill,Isabel May,LaMonica Garrett,Audie Rick,Marc Rissmann,James Landry Hébert,Gratiela Brancusi,Anna Fiamora,Malcolm Stephenson,Amanda Jaros,Jordan Walker Ross,Stephen Austin Long,Konstantin Melikhov,Eric Nelsen,Noah Le Gros,Josef Bette",https://www.imdb.com//title/tt13991232/?ref_=chttvtp_t_122,2021–2022
Turkey,An inharmonious police team in Ankara Police Force and its discredited police chief fight crime.,90,"Crime,Drama,Mystery",Turkish,TV-14,8.9,Behzat Ç: An Ankara Detective Story,"Erdal Besikçioglu,Inanç Konukçu,Ege Aydan,Berkan Sal,Ayça Eren,Fatih Artman,Seda Bakan,Eray Eserol,Berke Üzrek,Zeynep Koltuk,Canan Erguder,Hakan Hatipoglu,Elvin Besikcioglu,Nejat Isler,Güven Kiraç,Pelinsu Pir,Ayca Varlier,Emre Erçil",https://www.imdb.com//title/tt1795096/?ref_=chttvtp_t_118,2010–2019
United Kingdom,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.",60,"Crime,Drama,Mystery",English,TV-14,8.7,Line of Duty,"Martin Compston,Vicky McClure,Adrian Dunbar,Craig Parkinson,Gregory Piper,Aiysha Hart,Maya Sondhi,Keeley Hawes,Nigel Boyle,Polly Walker,Paul Higgins,Anneika Rose,Neil Morrissey,Tomi May,Ace Bhatti,Elizabeth Rider,Owen Teale,Kelly Macdonald",https://www.imdb.com//title/tt2303687/?ref_=chttvtp_t_119,2012–2021
United Kingdom,"Jeremy, Richard and James embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.",60,"Comedy,Sport,Talk-Show",English,TV-14,8.7,The Grand Tour,"Jeremy Clarkson,James May,Richard Hammond,Abbie Eaton,Mike Skinner,Simon Pegg,David Hasselhoff,Kiefer Sutherland,Paris Hilton,Nigel Mansell,Jimmy Carr,Jérôme d'Ambrosio,Johan Ackermann,John Surtees,Tim Burton,Roger Daltrey,Michael Ball,Brian Johnson",https://www.imdb.com//title/tt5712554/?ref_=chttvtp_t_112,2016–2024
India,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.",30,Comedy,Hindi,TV-PG,8.9,Sarabhai V/S Sarabhai,"Satish Shah,Ratna Pathak Shah,Sumeet Raghavan,Rupali Ganguly,Rajesh Kumar,Arvind Vaidya,Deven Bhojani,Ghanshyam Nayak,Shilpa Mehta,Rita Bhaduri,Amit Soni,Sheetal Thakkar,Vaibhavi Upadhyaya,Aishwarya Sakhuja,Gurpal Singh,Gerald Stone,Aatish Kapadia,Bhamini Oza",https://www.imdb.com//title/tt1518542/?ref_=chttvtp_t_116,2004–2017
